../MAPBr/1076-freq/OUTCAR:  20 f  =    8.693580 THz    54.623376 2PiTHz  289.986618 cm-1    35.953771 meV
../MAPBr/1077-freq/OUTCAR:  20 f  =    5.521355 THz    34.691697 2PiTHz  184.172574 cm-1    22.834497 meV
../MAPBr/1078-freq/OUTCAR:  20 f  =    5.589335 THz    35.118827 2PiTHz  186.440140 cm-1    23.115640 meV
../MAPBr/1079-freq/OUTCAR:  20 f  =    6.472051 THz    40.665094 2PiTHz  215.884368 cm-1    26.766260 meV
../MAPBr/1080-freq/OUTCAR:  20 f  =    7.435384 THz    46.717898 2PiTHz  248.017721 cm-1    30.750289 meV
../MAPBr/1081-freq/OUTCAR:  20 f  =    4.993127 THz    31.372740 2PiTHz  166.552771 cm-1    20.649919 meV
../MAPBr/1082-freq/OUTCAR:  20 f  =    7.578251 THz    47.615558 2PiTHz  252.783250 cm-1    31.341140 meV
../MAPBr/1083-freq/OUTCAR:  20 f  =    7.489443 THz    47.057559 2PiTHz  249.820927 cm-1    30.973858 meV
../MAPBr/1084-freq/OUTCAR:  20 f  =    5.435672 THz    34.153332 2PiTHz  181.314482 cm-1    22.480139 meV
../MAPBr/1085-freq/OUTCAR:  20 f  =    5.581886 THz    35.072026 2PiTHz  186.191679 cm-1    23.084834 meV
../MAPBr/1086-freq/OUTCAR:  20 f  =    5.404133 THz    33.955166 2PiTHz  180.262453 cm-1    22.349704 meV
../MAPBr/1087-freq/OUTCAR:  20 f  =    7.845215 THz    49.292939 2PiTHz  261.688192 cm-1    32.445212 meV
../MAPBr/1088-freq/OUTCAR:  20 f  =    5.744542 THz    36.094019 2PiTHz  191.617273 cm-1    23.757523 meV
../MAPBr/1089-freq/OUTCAR:  20 f  =    5.298202 THz    33.289585 2PiTHz  176.728992 cm-1    21.911610 meV
../MAPBr/1090-freq/OUTCAR:  20 f  =   10.950688 THz    68.805199 2PiTHz  365.275609 cm-1    45.288420 meV
../MAPBr/1091-freq/OUTCAR:  20 f  =   11.280694 THz    70.878690 2PiTHz  376.283431 cm-1    46.653216 meV
../MAPBr/1092-freq/OUTCAR:  20 f  =    5.340149 THz    33.553146 2PiTHz  178.128191 cm-1    22.085089 meV
../MAPBr/1093-freq/OUTCAR:  20 f  =    4.841022 THz    30.417035 2PiTHz  161.479092 cm-1    20.020863 meV
../MAPBr/1094-freq/OUTCAR:  20 f  =    7.280755 THz    45.746334 2PiTHz  242.859846 cm-1    30.110794 meV
../MAPBr/1095-freq/OUTCAR:  20 f  =    5.386602 THz    33.845020 2PiTHz  179.677705 cm-1    22.277204 meV
../MAPBr/1096-freq/OUTCAR:  20 f  =    4.429747 THz    27.832924 2PiTHz  147.760464 cm-1    18.319969 meV
../MAPBr/1097-freq/OUTCAR:  20 f  =   11.515603 THz    72.354667 2PiTHz  384.119157 cm-1    47.624723 meV
../MAPBr/1098-freq/OUTCAR:  20 f  =    4.949423 THz    31.098143 2PiTHz  165.094983 cm-1    20.469176 meV
../MAPBr/1100-freq/OUTCAR:  20 f  =    7.749787 THz    48.693347 2PiTHz  258.505056 cm-1    32.050554 meV
